age,workStatus,facultyDummy,staffDummy,gender,race_1,race_2,race_3,race_9,race_10,race_11,race_12,race_12_TEXT,race_13,income,childrenDependents,schoolDivision,schoolDivision_25_TEXT,originlat,originlon,destinlat,destinlon,total_trips_old,commuteCampus_1,commute_days,modeChoice_1old,modeChoice_2old,modeChoice_3old,modeChoice_4old,modeChoice_5old,modeChoice_6old,modeChoice_7old,modeChoice_8old,modeChoice_9old,modeChoice_10old,modeChoice_1,modeChoice_2,modeChoice_3,modeChoice_4,modeChoice_5,modeChoice_6,modeChoice_7,modeChoice_8,modeChoice_9,modeChoice_10,arrivalTime,totalHours,reasonabilyUtilize_1,reasonabilyUtilize_2,reasonabilyUtilize_3,reasonabilyUtilize_4,reasonabilyUtilize_5,reasonabilyUtilize_6,reasonabilyUtilize_7,reasonabilyUtilize_8,whyBike_1,whyBike_2,whyBike_3,whyBike_5,whyBike_6,whyBike_7,whyBike_8,whyBike_9,whyBike_10,whyWalk_1,whyWalk_2,whyWalk_4,whyWalk_5,whyWalk_6,whyWalk_7,whyCarpool_1,whyCarpool_2,whyCarpool_3,whyCarpool_4,whyCarpool_5,whyCarpool_6,whyCarpool_7,whyVanpool_1,whyVanpool_2,whyVanpool_3,whyVanpool_4,whyVanpool_5,whyVanpool_6,whyTransit_1,whyTransit_2,whyTransit_3,whyTransit_4,whyTransit_6,whyTransit_7,whyTransit_8,whyTransit_9,whyTransit_10,scenarioBikeWalkDr,scenarioCarpoolD,scenarioTransitD,scenarioBikeWalkTr,envImpact_1,envImpact_1_dummy,envImpact_2,envImpact_2_dummy,longdistYN,longdistTripsCompare_1,longdistTripsCompare_2,longdistTripsCompare_3,longdistTripsCompare_4,longdistTripsNYC,longdistTripsBos,longdistTripsPitt,longdistTripsDriveRe_1,longdistTripsDriveRe_2,longdistTripsFlyReas_1,longdistTripsFlyReas_2,longdistTripsFlyReas_3,geometry
55-64,Staff,0,1,Man,"","","","","","","","",Prefer not to answer,"$150,000 or more",No,School of Engineering and Applied Science,"",40.245664,-74.8459972,39.9523864,-75.1903008,5,5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,Personal car,Public Transit,"","","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","",I prefer my current type of transportation,"","","","","","","","",Takes too long,"","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Agree,Agree,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-74.8459972|40.245664
55-64,Faculty,1,0,Man,White,"","","","","","","","","$150,000 or more",Yes,Carey School of Law,"",40.004389,-75.2545718,39.9539018,-75.1929845,4,4,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Strongly Agree,Agree,Strongly Agree,Agree,Yes,5 or more,"",1-2 trips,3-4 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take a taxi or use rideshare to get to PHL, fly to Boston Logan",Drive Pittsburgh and park overnight,Disagree,Agree,Agree,Agree,Disagree,-75.2545718|40.004389
35-44,Faculty,1,0,Woman,White,"","","","","","","","","$120,000 - $139,999",Yes,Perelman School of Medicine,"",40.1184433,-75.1776757,39.95705410000001,-75.19760889999999,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8:00-10:00 AM,11-20 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"",Takes too long,"",Would have to transfer,"","","","","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Neither agree nor disagree,Disagree or Nuetral,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1776757|40.1184433
55-64,Faculty,1,0,"","","","","","","","","","","$150,000 or more",No,School of Engineering and Applied Science,"",39.9748321,-75.4504764,39.9522188,-75.1932137,5,5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","","","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"","",Agree,Agree,Agree,Agree,Yes,"","",3-4 trips,"","Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Drive to PHL, fly to Boston Logan","Drive to PHL, fly to Pittsburgh","","",Agree,Neither agree nor disagree,Neither agree nor disagree,-75.4504764|39.9748321
18-24,Graduate Student,0,0,Man,White,"","","","","","","","","$40,000 - $59,999",No,School of Engineering and Applied Science,"",39.9623517,-75.1613746,39.9529913,-75.1922872,6,6,6,0,3,1,2,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,"",Bike,"","","","Other mobility device (Scooter, Hoverboard, etc.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1613746|39.9623517
25-34,Staff,0,1,Man,White,"","","","","","","","","$40,000 - $59,999",Yes,Perelman School of Medicine,"",39.9254235752166,-75.2865072588767,39.9525696982911,-75.18624713005497,4,4,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6:00-8:00 AM,31-40 hours,"",Public Transit,"","","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2865072588767|39.9254235752166
45-54,Staff,0,1,Woman,"","","",Asian,"","","","","","$80,000 - $99,999",Yes,Perelman School of Medicine,"",39.9478117,-75.2233721,39.9496699,-75.1977186,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,Personal car,Public Transit,Walk,Bike,"",Rideshare or taxi,"","Other mobility device (Scooter, Hoverboard, etc.)","","","","","","","","","","","",Takes too long,Weather,I can't carry my work materials,I prefer my current type of transportation,Not compatible with my schedule,"","",Need a car before or after work,"",I live too close to work,"","","","","","","","","","","","",I live too close to work,I prefer my current type of transportation,"","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.2233721|39.9478117
35-44,Staff,0,1,Man,White,"","","","","","","","","$100,000 - $119,999",Yes,None of the above,"",39.9229389,-75.1706011,39.9565128,-75.1937293,6,3,3,0,3,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,Public Transit,Walk,Bike,"",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","",I live too close to work,"","","","","","","","","","","","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Disagree,Disagree or Nuetral,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1706011|39.9229389
35-44,Staff,0,1,Woman,White,"","","","","","","","","$100,000 - $119,999",Yes,None of the above,"",40.0397498,-75.754592,39.9494061,-75.1968979,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,0-10 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","","","","","","","","",Not compatible with my schedule,"","","","","",I prefer my current type of transportation,It doesn't seem clean,"","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.754592|40.0397498
55-64,Staff,0,1,Woman,White,"","","","","","","","","$80,000 - $99,999",No,School of Engineering and Applied Science,"",40.0408389,-75.4257325,39.9523864,-75.1903008,4,4,4,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","",Need a car before or after work,"","","","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.4257325|40.0408389
25-34,Staff,0,1,Man,"","","","","","",User Specified,multi racial ,"","$150,000 or more",No,School of Arts and Sciences,"",39.9510174,-75.2189678,39.9558177,-75.1945728,5,5,5,0,1,0,4,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,I have no set arrival time,11-20 hours,Personal car,Public Transit,Walk,Bike,"",Rideshare or taxi,"","Other mobility device (Scooter, Hoverboard, etc.)","","","","","","","","","","","",Takes too long,"","","",Not compatible with my schedule,"","","","","","","","","","","","","","","","","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.2189678|39.9510174
25-34,Graduate Student,0,0,"",White,"","","","","","","","","$60,000 - $79,999",No,Weitzman School of Design,"",39.94850670568,-75.2147885940369,39.95239973905845,-75.19246269891968,4,4,4,0,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,Personal car,Public Transit,Walk,Bike,"",Rideshare or taxi,"","Other mobility device (Scooter, Hoverboard, etc.)","","","","","","","",I have to bring a change of clothes,I prefer my current type of transportation,"","","","","","",Not compatible with my schedule,"","","","",I live too close to work,I prefer my current type of transportation,"","","","","","","","","","","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.2147885940369|39.94850670568
25-34,Graduate Student,0,0,Woman,White,"","","","","","","","","$20,000 - $39,999",No,School of Engineering and Applied Science,"",39.9529111,-75.2194849,39.95250070000001,-75.1906486,5,5,5,0,1,0,4,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,10:00-12:00 PM,31-40 hours,"",Public Transit,Walk,Bike,"",Rideshare or taxi,"","","","","","","","","","","","","",Takes too long,Weather,"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2194849|39.9529111
45-54,Staff,0,1,"",White,"","","","","","","","","$60,000 - $79,999",Yes,Penn Libraries,"",40.0259957,-75.0451115,39.9527242,-75.1940217,5,5,5,0,4,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,10:00-12:00 PM,31-40 hours,"",Public Transit,"","","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.0451115|40.0259957
55-64,Faculty,1,0,"","","","","","","","","",Prefer not to answer,"$150,000 or more",No,School of Arts and Sciences,"",39.9494655,-75.1718643,39.9534168,-75.1945272,5,5,5,0,0,1,3,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,10:00-12:00 PM,More than 40 hours,"","","",Bike,"",Rideshare or taxi,"","Other mobility device (Scooter, Hoverboard, etc.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Neither agree nor disagree,Disagree or Nuetral,Neither agree nor disagree,Disagree or Nuetral,Yes,"","","",5 or more,"Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to New York Penn Station","Take a taxi or use rideshare to get to PHL, fly to Boston Logan","Take a taxi or use rideshare to get to PHL, fly to Pittsburgh","","",Neither agree nor disagree,Strongly agree,Agree,-75.1718643|39.9494655
35-44,Staff,0,1,Woman,"",Black or African American,"","","","","","","","$40,000 - $59,999",Yes,Division of Recreation & Intercollegiate Athletics,"",39.8381691,-75.1526774,39.9512799,-75.1874603,7,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10:00-12:00 PM,More than 40 hours,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Strongly Agree,Agree,Strongly disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1526774|39.8381691
45-54,Staff,0,1,Man,White,"","","","","","","","","$60,000 - $79,999",No,School of Engineering and Applied Science,"",39.9411531963627,-75.1732250831421,39.9512647497764,-75.19158293436283,4,4,4,0,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,Walk,Bike,Carpool,Rideshare or taxi,Vanpool,"","","","",Takes too long	,Weather,"",I can't carry my work materials,I have to bring a change of clothes,"","","","","","","","","","","","","","","","","","",I live too close to work,I prefer my current type of transportation,"","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,Yes,0 trips,0 trips,0 trips,0 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to PHL, fly to Boston Logan","Take SEPTA to 30th St. Station, take Amtrak to Pittsburgh","","",Neither agree nor disagree,Disagree,Disagree,-75.1732250831421|39.9411531963627
45-54,Faculty,1,0,Man,White,"",Hispanic or Latinx,"","","","","","","$150,000 or more",Yes,School of Engineering and Applied Science,"",39.980641891813,-75.2771670320906,39.9529913,-75.1922872,4,4,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6:00-8:00 AM,0-10 hours,"",Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Disagree,Disagree or Nuetral,Disagree,Disagree or Nuetral,Yes,1-2 trips,"","",5 or more,"Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to New York Penn Station","Take a taxi or use rideshare to get to PHL, fly to Boston Logan","Take a taxi or use rideshare to get to PHL, fly to Pittsburgh","","",Agree,Neither agree nor disagree,Disagree,-75.2771670320906|39.980641891813
25-34,Staff,0,1,Woman,White,"","","","","","","","","$100,000 - $119,999",No,The Wharton School,"",39.9314131039919,-75.1645132682617,39.95208720765685,-75.18364359567872,6,3,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,"",Public Transit,Walk,Bike,"",Rideshare or taxi,"","","","","","",Weather,"",I can't carry my work materials,I have to bring a change of clothes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1645132682617|39.9314131039919
25-34,Graduate Student,0,0,Woman,White,"","","","","","","","","$40,000 - $59,999",No,School of Social Policy and Practice,"",39.8919439,-74.8764175,39.9520122,-75.19925549999999,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,0-10 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","","","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"","",Agree,Agree,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-74.8764175|39.8919439
55-64,Staff,0,1,"",White,"","","","","","","","","$60,000 - $79,999","","","",39.9470567,-75.2921301,39.9525318,-75.18470219999999,5,5,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8:00-10:00 AM,More than 40 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","","","","","","","","","","","","","","","","","","","","","",Strongly Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2921301|39.9470567
25-34,Graduate Student,0,0,Woman,"","","",Asian,"","","","","","Less than $20,000",No,The Wharton School,"",39.9507603075632,-75.1755854270752,39.9533795,-75.19800359999999,8,4,4,0,3,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,10:00-12:00 PM,11-20 hours,"",Public Transit,Walk,"","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1755854270752|39.9507603075632
55-64,Faculty,1,0,"",White,"","","","","","","","","$150,000 or more",No,School of Engineering and Applied Science,"",39.9491641,-75.1809212,39.9528212,-75.18964880000001,5,"",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,More than 40 hours,"",Public Transit,Walk,Bike,"","","","","","","","","","","",I have to bring a change of clothes,"","","","","","","","","","","","","","","","","","","","","","","","","",I live too close to work,"","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,Yes,"","",1-2 trips,"","Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to PHL, fly to Boston Logan","Take SEPTA to PHL, fly to Pittsburgh","","",Agree,Strongly agree,Strongly disagree,-75.1809212|39.9491641
25-34,Staff,0,1,Woman,"",Black or African American,Hispanic or Latinx,"","","","","","","$140,000 - $149,999",No,Office of the Executive Vice President,"",39.9562866,-75.231024,39.9520937,-75.1946184,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,Public Transit,"",Bike,Carpool,Rideshare or taxi,Vanpool,"Other mobility device (Scooter, Hoverboard, etc.)","",I believe it's unsafe,"","",Weather,"","",I have to bring a change of clothes,"","","","","","","","","","","",Don't know how to find a carpool partner,"",I prefer my current type of transportation,"","","","","",I prefer my current type of transportation,"","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Strongly Agree,Agree,Strongly Agree,Agree,Yes,1-2 trips,1-2 trips,1-2 trips,3-4 trips,"Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to New York Penn Station","Take a taxi or use rideshare to get to PHL, fly to Boston Logan","Take a taxi or use rideshare to get to PHL, fly to Pittsburgh","","",Strongly agree,Agree,Agree,-75.231024|39.9562866
35-44,Staff,0,1,Man,"","","","","","","","",Prefer not to answer,"$20,000 - $39,999",No,Perelman School of Medicine,"",40.0134365906924,-75.1849409721191,39.948830216490215,-75.19806315134278,9,5,5,0,5,0,0,0,3,0,0,1,0,0,5,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,"","","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Neither agree nor disagree,Disagree or Nuetral,Agree,Agree,No,"","","","","","","","","","","","",-75.1849409721191|40.0134365906924
25-34,Staff,0,1,Woman,White,"","","","","","","","","$60,000 - $79,999",No,School of Engineering and Applied Science,"",39.9543129,-75.1722207,39.9558177,-75.1945728,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,Personal car,Public Transit,Walk,Bike,Carpool,Rideshare or taxi,Vanpool,"",I don't own a bicycle,I believe it's unsafe,"","",Weather,"",I can't carry my work materials,I have to bring a change of clothes,I prefer my current type of transportation,"","","","","","","","","","",Don't know how to find a carpool partner,"",I prefer my current type of transportation,"","","","","",I prefer my current type of transportation,"","","","","","","",It doesn't seem clean,It doesn't seem safe,"Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,Yes,"","","",1-2 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to PHL, fly to Boston Logan","Take SEPTA to PHL, fly to Pittsburgh","","",Neither agree nor disagree,Strongly agree,Agree,-75.1722207|39.9543129
25-34,Staff,0,1,Man,White,"","","","","","","","","$60,000 - $79,999",No,None of the above,"",39.9528212,-75.2103952,39.9519137,-75.1836458,3,3,3,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,"",Public Transit,Walk,Bike,Carpool,Rideshare or taxi,Vanpool,"","","","","","","","","","","","","","","","","","","","","","","","","","","",I live too close to work,"","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Agree,Agree,Yes,3-4 trips,1-2 trips,0 trips,1-2 trips,"Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to New York Penn Station","Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to Boston","Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to Pittsburgh","","","","","",-75.2103952|39.9528212
25-34,Graduate Student,0,0,Man,White,"","","","","","","","","$20,000 - $39,999",No,School of Engineering and Applied Science,"",39.9607167,-75.1993151,39.94204149999999,-75.199451,6,5,5,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,10:00-12:00 PM,31-40 hours,Personal car,Public Transit,"",Bike,"",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.1993151|39.9607167
35-44,Graduate Student,0,0,Woman,"","","",Asian,"","","","","","Less than $20,000",No,School of Nursing,"",39.9461289,-75.2258911,39.9453939,-75.1555553,3,3,3,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,Prior to 6AM,31-40 hours,Personal car,"","",Bike,"","","","Other mobility device (Scooter, Hoverboard, etc.)","",I believe it's unsafe,"",Takes too long	,Weather,"","","","","","","","","","",Not compatible with my schedule,"",Takes too long,"","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"","",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.2258911|39.9461289
35-44,Faculty,1,0,Man,White,"","","","","","","","","$120,000 - $139,999",Yes,School of Arts and Sciences,"",39.9540103,-75.2142804,39.95194059999999,-75.1899723,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,Public Transit,Walk,Bike,"",Rideshare or taxi,"","","","","","","","","","",I prefer my current type of transportation,"","","","","","","","","","","",I live too close to work,"","","","","","","","","","","","",I live too close to work,"","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2142804|39.9540103
35-44,Staff,0,1,Man,White,"","","","","","","","","$60,000 - $79,999",No,Provost Center,"",39.9535549,-75.2122728,39.95278649999999,-75.1934428,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,Personal car,"",Walk,Bike,Carpool,Rideshare or taxi,Vanpool,"","","","",Takes too long	,Weather,"","",I have to bring a change of clothes,"","","","","","","",Not compatible with my schedule,"","","","",I live too close to work,I prefer my current type of transportation,"","","","",I live too close to work,I prefer my current type of transportation,"","","","","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.2122728|39.9535549
35-44,Faculty,1,0,Woman,White,"","","","","","","","","$150,000 or more",No,Perelman School of Medicine,"",40.0131418,-75.2304038,39.9492392,-75.191367,5,5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,Personal car,Public Transit,"",Bike,"","","","","","","",Takes too long	,Weather,"",I can't carry my work materials,I have to bring a change of clothes,"","","","","","","",Not compatible with my schedule,"",Takes too long,"","","","","","","","","","",Not compatible with my schedule,"",Takes too long,"",Would have to transfer,"","","","",Drive alone to work every day.Pay $210 monthly cost via  payroll pre-tax exemption for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Neither agree nor disagree,Disagree or Nuetral,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.2304038|40.0131418
